ID_CLIENTE;FANTASIA;CODTAB;ID_VENDEDOR;VENDEDOR;CIDADE;GRUPODESC
165;ASSAI BELEM ALMIRANTE LJ 252;4;5;MARCELO.PA;Belem;ASSAI PA
166;ASSAI MACAPA LJ 190;32;5;MARCELO.PA;MACAPA;ASSAI PA
167;ASSAI JABOATAO DOS GUARAPES-44;14;56;SEVERIANO.PB;JABOATAO GUARARAPES;ASSAI PE
168;ASSAI CARUARU CENTRO LJ 46;14;15;FERNANDO.PB;CARUARU;ASSAI PE
169;ASSAI GARANHUNS-91;14;56;SEVERIANO.PB;GARANHUNS;ASSAI PE
170;ASSAI IMBIRIBEIRA PE-107;14;56;SEVERIANO.PB;Recife;ASSAI PE
171;ASSAI PAULISTA 109;14;56;SEVERIANO.PB;PAULISTA;ASSAI PE
172;ASSAI CAMARAGIBE PE 119;14;56;SEVERIANO.PB;CAMARAGIBE;ASSAI PE
173;ASSAI MACEIO MENINO MARCELO 76;14;42;SANDRO.BA/SE;Macei?;ASSAI PE
174;ASSAI NATAL Z.SUL L0JA 114;14;46;LIDIANE.RN;Natal;ASSAI RN.PB
175;ASSAI JOAO PESSOA 77;14;2;MIGUEL.PB;Joao Pessoa;ASSAI RN.PB
176;ASSAI CAMPINA GRANDE I - LJ 83;14;15;FERNANDO.PB;Campina Grande;ASSAI RN.PB
177;ASSAI ZN COTEMINAS 120;14;46;LIDIANE.RN;Sao Goncalo do Amarante;ASSAI RN.PB
178;ASSAI ARAPIRACA NOVO LJ 152;14;42;SANDRO.BA/SE;ARAPIRACA;ASSAI PE
179;ASSAI SERRA TALHADA LJ 138;14;56;SEVERIANO.PB;SERRA TALHADA;ASSAI PE
180;ASSAI MACEIO D GOES FILIAL179;14;42;SANDRO.BA/SE;Macei?;ASSAI PE
181;ASSAI CARUARU PETROPOLIS LJ 02 163;14;15;FERNANDO.PB;CARUARU;ASSAI PE
182;ASSAI CABEDELO LOJA 207;14;2;MIGUEL.PB;Cabedelo;ASSAI RN.PB
183;ASSAI CABO DE ST AGOSTINHO LOJA 198;14;56;SEVERIANO.PB;CABO SANTO AGOSTINHO;ASSAI PE
184;ASSAI AV. RECIFE PE LJ 204;14;56;SEVERIANO.PB;Recife;ASSAI PE
185;ASSAI BOA VIAGEM LJ 262;14;56;SEVERIANO.PB;Recife;ASSAI PE
186;ASSAI MARIA LACERDA LJ 268;14;46;LIDIANE.RN;Parnamirim;ASSAI RN.PB
187;ASSAI CAMPINA GRANDE II LJ 305;14;15;FERNANDO.PB;Campina Grande;ASSAI RN.PB
188;ASSAI JOAO PESSOA EPITACIO LJ 300;14;2;MIGUEL.PB;Joao Pessoa;ASSAI RN.PB
189;ASSAI MANGABEIRAS LJ 290;14;42;SANDRO.BA/SE;Macei?;ASSAI PE
190;ASSAI MACEIO FAROL LJ 289;14;42;SANDRO.BA/SE;Macei?;ASSAI PE
191;ATACADAO AEROPORTO FIL. 80;22;33;CLOVIS.CE;Fortaleza;ATACADAO CE
192;ATACADAO JUAZEIRO DO NORTE FIL. 82;22;33;CLOVIS.CE;JUAZEIRO DO NORTE;ATACADAO CE
193;ATACADAO SAO LUIS FIL. 113;22;4;CLAUDIO.MA;Sao Luis;ATACADAO CE
194;ATACADAO PRIMAVERA FIL. 126;22;1;DIRETO.FABRICA;Teresina;ATACADAO CE
195;ATACADAO CAUCAIA FIL. 144;22;33;CLOVIS.CE;CAUCAIA;ATACADAO CE
196;ATACADAO FORTALEZA CD ANEL VIA FIL 110;22;33;CLOVIS.CE;Fortaleza;ATACADAO CE
197;ATACADAO EUSEBIO FIL. 158;22;33;CLOVIS.CE;EUSEBIO;ATACADAO CE
198;ATACADAO SOBRAL FIL 173;22;33;CLOVIS.CE;SOBRAL;ATACADAO CE
199;ATACADAO BELA VISTA FIL 160;22;1;DIRETO.FABRICA;Teresina;ATACADAO CE
200;ATACADAO CANINDEZINHO FIL. 189;22;33;CLOVIS.CE;Fortaleza;ATACADAO CE
201;ATACADAO IMPERATRIZ FIL. 155;22;4;CLAUDIO.MA;IMPERATRIZ;ATACADAO CE
202;ATACADAO TERESINA FIL. 265;22;1;DIRETO.FABRICA;Teresina;ATACADAO CE
203;ATACADAO ILHOTAS FIL. 298;22;1;DIRETO.FABRICA;Teresina;ATACADAO CE
204;ATACADAO BR FORTALEZA NOVO FIL. 304;22;33;CLOVIS.CE;Fortaleza;ATACADAO CE
205;ATACADAO BARRA DO CEARA FIL. 305;22;33;CLOVIS.CE;Fortaleza;ATACADAO CE
206;MAXXI PAPICU FIL ATACADAO LJ 840;22;33;CLOVIS.CE;Fortaleza;ATACADAO CE
207;MAXXI VILA PERI FIL ATACADAO LJ 871;22;33;CLOVIS.CE;Fortaleza;ATACADAO CE
208;MAXXI JUAZ. DO NORT  FIL ATACADAO LJ 828;22;33;CLOVIS.CE;JUAZEIRO DO NORTE;ATACADAO CE
209;MAXXI MARACANAU FIL ATACADAO LJ 836;22;33;CLOVIS.CE;MARACANAU;ATACADAO CE
210;MAXXI TERESINA FIL ATACADAO LJ 849;22;1;DIRETO.FABRICA;Teresina;ATACADAO CE
211;ATACADAO Z. SUL FIL. 51;13;7;SANDRO;Natal;ATACADAO PE
212;ATACADAO ZONA NORTE FIL. 62;13;7;SANDRO;Natal;ATACADAO PE
213;ATACADAO MOSSORO FIL. 69;13;63;TALITA.RN;Mossoro;ATACADAO PE
214;ATACADAO CAMPINA GRANDE-LJ 02 FIL. 89;13;7;SANDRO;Campina Grande;ATACADAO PE
215;ATACADAO JOAO PESSOA FIL. 74;13;7;SANDRO;Joao Pessoa;ATACADAO PE
216;MAXXI PARNAMIRIM FIL ATACADAO LJ 875;13;7;SANDRO;Parnamirim;ATACADAO PE
217;ATACADAO SANTA RITA FIL. 146;13;7;SANDRO;SANTA RITA;ATACADAO PE
218;ATACADAO RECIFE IGARASSU CD FIL. 87;13;7;SANDRO;IGARASSU;ATACADAO PE
219;ATACADAO CD JOAO PESSOA FIL. 114;13;7;SANDRO;Joao Pessoa;ATACADAO PE
220;ATACADAO CD IGARASSU FIL. 187;13;7;SANDRO;IGARASSU;ATACADAO PE
222;ATACADAO MACEIO FIL. 216;13;7;SANDRO;Macei?;ATACADAO PE
223;ATACADAO PARNAMIRIM CD FIL. 224;13;7;SANDRO;Parnamirim;ATACADAO PE
224;ATACADAO PARNAMIRIM FIL. 245;13;7;SANDRO;Parnamirim;ATACADAO PE
225;ATACADAO MACEIO CD FIL. 220;13;7;SANDRO;Macei?;ATACADAO PE
226;ATACADAO VILA CABRAL ITACARE PB FIL. 279;13;7;SANDRO;Campina Grande;ATACADAO PE
227;ATACADAO CAICO FIL. 329;13;7;SANDRO;Caico;ATACADAO PE
228;MAXXI PRUD. DE MORAIS FIL ATACADAO 842;13;7;SANDRO;Natal;ATACADAO PE
229;MAXXI MOSSORO FIL ATACADAO 874;13;7;SANDRO;Mossoro;ATACADAO PE
230;MAXXI CAMP. GRANDE III FIL ATACADAO 829;13;7;SANDRO;Campina Grande;ATACADAO PE
231;BIG AMIGAO CIDADE DE DEUS FIL 01;8;59;JUVENCINA.AM;Manaus;BIG AMIGAO
232;BIG AMIGAO BOA VISTA-RR;9;61;KENNEDY.RR;BOA VISTA;BIG AMIGAO
233;CAICO FRIOS NATAL DIX SEPT ROSADO;1;46;LIDIANE.RN;Natal;CAICO FRIOS
234;CAICO FRIOS PARNAMIRIM;1;46;LIDIANE.RN;Parnamirim;CAICO FRIOS
235;CAICO FRIOS ZONA NORTE;1;46;LIDIANE.RN;Natal;CAICO FRIOS
236;CAICO FRIOS LAGOA NOVA;1;46;LIDIANE.RN;Natal;CAICO FRIOS
237;CORTE FACIL PARNAMIRIM;1;46;LIDIANE.RN;Parnamirim;CORTE FACIL
238;CORTE FACIL PLANALTO;1;46;LIDIANE.RN;Natal;CORTE FACIL
239;MINEIRAO NEOPOLIS NATAL;34;46;LIDIANE.RN;Natal;DMA
240;MINEIRAO PETROLINA LJ 179;34;56;SEVERIANO.PB;PETROLINA;DMA
241;MINEIRAO ATACAREJO JOAO PESSSOA;34;2;MIGUEL.PB;Joao Pessoa;DMA
242;MINEIRAO JUAZEIRO DO NORTE LJ 207;34;1;DIRETO.FABRICA;JUAZEIRO DO NORTE;DMA
243;MINEIRAO CAMPINA GRANDE;34;15;FERNANDO.PB;Campina Grande;DMA
244;EXPRESSO PARNAMIRIM (MATRIZ);1;57;PAULINO.RN;Parnamirim;EXPRESSO ATACAD
245;EXPRESSO FILIAL CEASA;1;57;PAULINO.RN;Natal;EXPRESSO ATACAD
246;EXPRESSO FILIAL Z.NORTE;1;57;PAULINO.RN;Natal;EXPRESSO ATACAD
247;EXPRESSO QUINTAS;1;57;PAULINO.RN;Natal;EXPRESSO ATACAD
248;FRIGOIAS CANDELARIA;2;36;KELVIN.RN;Natal;FRIGOIAS
249;FRIGOIAS CIDADE ALTA;2;36;KELVIN.RN;Natal;FRIGOIAS
250;FRIGOIAS NOVA PARNAMIRIM;2;36;KELVIN.RN;Parnamirim;FRIGOIAS
251;FRIGOIAS AIRTON SENNA;2;36;KELVIN.RN;Parnamirim;FRIGOIAS
252;FRIGOIAS PONTA NEGRA;2;36;KELVIN.RN;Natal;FRIGOIAS
253;FRIGOIAS PETROPOLIS;2;36;KELVIN.RN;Natal;FRIGOIAS
254;FRIGOIAS JAGUARARI;2;36;KELVIN.RN;Natal;FRIGOIAS
255;FRIGOIAS ALECRIM;2;36;KELVIN.RN;Natal;FRIGOIAS
256;FRIGOIAS NAZARE;2;36;KELVIN.RN;Natal;FRIGOIAS
257;FRIGOIAS MACAIBA;2;36;KELVIN.RN;Macaiba;FRIGOIAS
258;FRIGOIAS IGAPO;2;36;KELVIN.RN;Natal;FRIGOIAS
259;MAR VERMELHO Z. NORTE MATRIZ;1;46;LIDIANE.RN;Natal;MAR VERMELHO AT
260;MAR VERMELHO PARNAMIRIM;1;46;LIDIANE.RN;Parnamirim;MAR VERMELHO AT
261;MAR VERMELHO CEASA LJ 40;1;46;LIDIANE.RN;Natal;MAR VERMELHO
262;MAR VERMELHO AUTO SERVICO PARNAMIRIM;1;46;LIDIANE.RN;Parnamirim;MAR VERMELHO
263;MIX MATEUS MACEIO SUL TRAPICHE AL LJ 283;34;42;SANDRO.BA/SE;Macei?;MATEUS AL
264;MIX MATEUS MACEIO NORTE SERRARIA AL LJ 284;34;42;SANDRO.BA/SE;Macei?;MATEUS AL
265;ARMAZEM MIX MATEUS CD SAO LUIS;44;4;CLAUDIO.MA;Sao Luis;MATEUS MA
266;ARMAZEM MATEUS DAVINOPOLIS MA;44;4;CLAUDIO.MA;DAVINOPOLIS;MATEUS MA
268;MIX MATEUS GUARABIRA LJ 293 PB;34;0;<SEM VENDEDOR>;Guarabira;MATEUS PB
271;MIX MATEUS PETROLINA PE LJ 279;34;56;SEVERIANO.PB;PETROLINA;MATEUS PE
272;MIX MATEUS CABO DE STO AGOSTINHO PE LJ 335;34;56;SEVERIANO.PB;CABO SANTO AGOSTINHO;MATEUS PE
273;SUPERATACADO NOVA ERA;10;61;KENNEDY.RR;BOA VISTA;NOVA ERA
274;MERCANTIL NOVA ERA LTDA;10;61;KENNEDY.RR;BOA VISTA;NOVA ERA
275;SUPERATACADO NOVA ERA;10;61;KENNEDY.RR;BOA VISTA;NOVA ERA
276;NONATO ATACAREJO MOSSORO;42;63;TALITA.RN;Mossoro;NONATO ATACAREJ
277;NONATO ATACAREJO ASSU;42;63;TALITA.RN;Acu;NONATO ATACAREJ
279;NONATO ATACAREJO APODI;42;14;GILSON.RN;APODI;NONATO ATACAREJ
280;NOSSO ATACADO E VAREJO;1;15;FERNANDO.PB;ARCOVERDE;
281;NOSSO ATACAREJO PAU DOS FERROS;42;14;GILSON.RN;Pau dos Ferros;NOSSO ATACAREJO
282;NOSSO ATACAREJO SAO MIGUEL;42;14;GILSON.RN;SAO MIGUEL;NOSSO ATACAREJO
283;NOSSO ATACAREJO SAO MIGUEL 2;42;14;GILSON.RN;SAO MIGUEL;NOSSO ATACAREJO
284;NOSSO ATACAREJO LIMOEIRO CE LJ 04;42;35;VENDMIX.CE;Limoeiro do Norte;NOSSO ATACAREJO
285;NOSSO ATACAREJO QUIXADA CE LJ 05;42;35;VENDMIX.CE;QUIXADA;NOSSO ATACAREJO
286;NOVO ATACAREJO CARPINA PE;34;56;SEVERIANO.PB;CARPINA;NOVO ATACAREJO
287;NOVO ATACAREJO ST. ANTAO PE LJ 02;34;56;SEVERIANO.PB;VITORIA SANTO ANTAO;NOVO ATACAREJO
288;NOVO ATACAREJO ARCOVERDE PE LJ 03;34;56;SEVERIANO.PB;ARCOVERDE;NOVO ATACAREJO
289;NOVO ATACAREJO ST.CRUZ PE LJ 04;34;56;SEVERIANO.PB;STA CRUZ CAPIBARIBE;NOVO ATACAREJO
290;NOVO ATACAREJO SAN MARTIN BONGI PE LJ 05;34;56;SEVERIANO.PB;Recife;NOVO ATACAREJO
291;NOVO ATACAREJO CD CENTRAL PE LJ 999;34;56;SEVERIANO.PB;Moreno;NOVO ATACAREJO
292;NOVO ATACAREJO PAULISTA PE LJ 06;34;56;SEVERIANO.PB;PAULISTA;NOVO ATACAREJO
293;NOVO ATACAREJO GOIANA PE LJ 07;34;56;SEVERIANO.PB;GOIANA;NOVO ATACAREJO
294;NOVO ATACAREJO MORENO PE CD 600;34;56;SEVERIANO.PB;Moreno;NOVO ATACAREJO
295;NOVO ATACAREJO GRAVATA PE LJ 11;34;56;SEVERIANO.PB;GRAVATA;NOVO ATACAREJO
296;NOVO ATACAREJO APIPUCOS PE LJ 08;34;56;SEVERIANO.PB;Recife;NOVO ATACAREJO
297;NOVO ATACAREJO LIMOEIRO PE LJ 12;34;56;SEVERIANO.PB;LIMOEIRO;NOVO ATACAREJO
298;NOVO ATACAREJO ESCADA LJ 13 PE;34;56;SEVERIANO.PB;ESCADA;NOVO ATACAREJO
299;NOVO ATACAREJO BELO JARDIM LJ 16 PE;34;56;SEVERIANO.PB;BELO JARDIM;NOVO ATACAREJO
300;NOVO ATACAREJO SAO LOURENCO PE LJ 10;34;56;SEVERIANO.PB;SAO LOURENCO DA MATA;NOVO ATACAREJO
301;NOVO ATACAREJO BEZERROS PE LJ 19;34;56;SEVERIANO.PB;BEZERROS;NOVO ATACAREJO
302;NOVO ATACAREJO CABO STO AGOSTINHO PE LJ 14;34;56;SEVERIANO.PB;CABO SANTO AGOSTINHO;NOVO ATACAREJO
303;NOVO ATACAREJO JABOATAO PE LJ 17;34;56;SEVERIANO.PB;JABOATAO GUARARAPES;NOVO ATACAREJO
304;NOVO ATACAREJO TIMBAUBA PE LJ 20;34;56;SEVERIANO.PB;TIMBAUBA;NOVO ATACAREJO
305;NOVO ATACAREJO SURUBIM PE LJ 09;34;56;SEVERIANO.PB;SURUBIM;NOVO ATACAREJO
306;NOVO TEMPO 2 ASA BRANCA-RR;10;61;KENNEDY.RR;BOA VISTA;
307;NOVO TEMPO MECEJANA-RR;10;61;KENNEDY.RR;BOA VISTA;
308;NOVO TEMPO CENTRO LJ 03-RR;10;61;KENNEDY.RR;BOA VISTA;
309;SUPER BOX BRASIL;2;2;MIGUEL.PB;Joao Pessoa;PADARIA BRASIL
310;PADARIA E PASTELARIA FILIAL-BESSA;2;2;MIGUEL.PB;Joao Pessoa;PADARIA BRASIL
311;ATACADO PROGRESSO;1;18;ANDRE.RN;Natal;PROGRESSO ATAC
312;ATACADO PROGRESSO - ANT.ALIANCA;1;18;ANDRE.RN;Natal;PROGRESSO ATAC
313;SUP. SAO LUIZ - REDE 10;43;63;TALITA.RN;AREIA BRANCA;REDE 10
314;SUP. ALMEIDA - REDE 10;43;14;GILSON.RN;Umarizal;REDE 10
315;O ESQUINAO CARAUBAS - REDE 10;43;14;GILSON.RN;CARAUBAS;REDE 10
316;MERCANTIL MATURY-REDE 10;43;63;TALITA.RN;SERRA DO MEL;REDE 10
317;MERCANTIL ESTRELA - REDE 10;43;63;TALITA.RN;Mossoro;REDE 10
319;ADAIL DISTRIB. DE CEREAIS-REDE 10;43;63;TALITA.RN;BARAUNA;REDE 10
320;SUP. DINIZ - REDE 10;43;63;TALITA.RN;Mossoro;REDE 10
321;SUP. DANTAS - REDE 10;43;63;TALITA.RN;Mossoro;REDE 10
322;SUP. NUNES & CARVALHO - REDE 10;43;14;GILSON.RN;GOV DIX-SEPT ROSADO;REDE 10
326;CIDADE JARDIM EXPRESS-REDE 10;43;63;TALITA.RN;Mossoro;REDE 10
327;MERCANTIL MONTEIRO-REDE 10;43;14;GILSON.RN;SEVERIANO MELO;REDE 10
328;O VAREJAO SUP.-REDE 10;43;14;GILSON.RN;UPANEMA;REDE 10
329;ATAKAREJO DISTRIB.BARREIRAS-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
330;ATAKAREJO DISTRIB.PERNAMBUES-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
331;ATAKAREJO DISTRIB.AMARALINA-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
332;ATAKAREJO DISTRIB.SAO CAETANO-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
333;ATAKAREJO DISTRIB.STA MONICA-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
334;ATAKAREJO DISTRIB.SETE DE ABRIL-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
335;ATAKAREJO DISTRIB.LOBATO-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
336;ATAKAREJO DISTRIB.PERIPERI-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
337;ATAKAREJO DISTRIB.PARIPE-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
338;ATAKAREJO DISTRIB.QUINTAS-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
339;ATAKAREJO DISTRIB.- BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
340;ATAKAREJO DISTRIB.SAO CRISTOVAO-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
341;ATAKAREJO DISTRIB.BARAUNA-BA;20;42;SANDRO.BA/SE;Feira de Santana;ATAKAREJO BA
342;ATAKAREJO DISTRIB.J.LIMOEIRO-BA;20;42;SANDRO.BA/SE;CAMACARI;ATAKAREJO BA
343;ATAKAREJO DISTRIB.KENNEDY-BA;20;42;SANDRO.BA/SE;ALAGOINHAS;ATAKAREJO BA
344;ATAKAREJO DISTRIB.PIATA-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
345;ATAKAREJO DISTRIB.C. DE AREIA-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
346;ATAKAREJO DISTRIB.CALCADA-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
347;ATAKAREJO DISTRIB.EST. DO COCO-BA;20;42;SANDRO.BA/SE;LAURO DE FREITAS;ATAKAREJO BA
348;ATAKAREJO DISTRIB.BOCA DO RIO-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
349;ATAKAREJO DISTRIB.PQ.BELA VISTA-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
350;ATAKAREJO PATAMARES-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
351;ATAKAREJO ENGENHO VELHO DE BROTAS-BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
352;ATAKAREJO SIMOES FILHO BA;20;42;SANDRO.BA/SE;SIMOES FILHO;ATAKAREJO BA
353;ATAKAREJO ITACIMIRIM BA;20;42;SANDRO.BA/SE;CAMACARI;ATAKAREJO BA
354;ATAKAREJO BOCA DA MATA BA;20;42;SANDRO.BA/SE;SALVADOR;ATAKAREJO BA
355;CENTRAL DA ECONOMIA;2;2;MIGUEL.PB;Sol?nea;CENTRAL DA ECON
356;SUP. CENTRAL DA ECONOMIA II;2;2;MIGUEL.PB;Sol?nea;CENTRAL DA ECON
357;CENTRAL DA ECONOMIA LJ 03;2;2;MIGUEL.PB;BANANEIRAS;CENTRAL DA ECON
359;STOCK FACIL ATACAREJO;2;2;MIGUEL.PB;BANANEIRAS;CENTRAL DA ECON
360;BOA COMPRA;2;2;MIGUEL.PB;Bel?m;CENTRAL DA ECON
361;SUP. CIDADE CENTRO;43;63;TALITA.RN;Mossoro;CIDADE
365;CIDADE ATACADAO PARNAMIRIM;42;46;LIDIANE.RN;Parnamirim;CIDADE ATC
367;REDE COMPRAS FLORIANO P. LJ 01;1;15;FERNANDO.PB;Campina Grande;REDE COMPRAS
368;REDE COMPRAS JOAO LOURENCO LJ 02;1;15;FERNANDO.PB;Campina Grande;REDE COMPRAS
